3.2083,2.2727,2.4231,1.7568,2.2903,3.55,3.0417,1.9211,3.8,2.3333,2.1613,3.5714,2.9231,1.7778,1.8,1.8974,0.0
2.2647,1.9706,1.9688,3.2174,2.7037,1.9231,3.0,3.125,2.9565,2.129,3.1818,2.1081,2.44,2.75,2.1714,3.4348,0.0
2.2963,2.1935,3.75,2.3125,2.72,3.65,1.9211,3.3043,2.1765,1.8788,2.7778,2.48,2.1351,2.9231,1.9167,2.129,1.0
2.6957,3.85,2.0263,1.641,2.1818,1.9737,2.1471,1.5789,2.1176,3.2174,1.7949,1.775,3.3478,2.3333,2.8333,2.0294,1.0
2.5161,2.0833,2.5,2.3462,1.7027,2.6667,2.0,2.8261,3.3333,3.2273,2.6897,1.9706,1.7692,2.7778,2.3462,2.3214,0.0
3.75,2.9167,3.5909,2.8333,1.9375,2.76,1.9714,1.75,2.75,3.5909,2.76,2.6538,2.875,2.5172,2.7407,2.6923,1.0
3.6,1.6053,1.7692,1.8974,2.0303,1.6842,2.3462,2.0968,2.1471,2.0789,2.6897,2.6333,2.44,1.6923,2.4839,2.8182,1.0
2.5161,3.0833,1.9737,3.125,1.641,2.2571,2.7407,3.45,1.8529,2.0278,2.4839,3.3333,2.1667,3.5714,2.9524,3.5455,1.0
2.4,2.8636,2.8,2.6923,3.3,2.2,1.9167,2.0541,2.3846,2.0312,3.0476,3.5,2.8519,2.3333,2.1333,1.8462,1.0
2.3529,1.8333,1.9677,2.375,2.6552,2.3235,2.9231,2.0286,2.9545,1.5385,1.8235,1.9706,1.8788,2.56,2.0,2.1613,1.0
2.1613,2.6957,1.9375,2.3462,2.7241,2.6667,2.1944,1.9429,2.963,2.0303,2.069,2.6087,2.5862,2.8571,2.48,1.9444,0.0
2.0882,1.55,2.4194,2.6296,3.087,2.2593,2.8519,2.6087,3.1304,2.9583,2.1471,1.9744,2.7917,2.2941,1.641,2.0571,0.0
3.5,1.7027,1.6667,2.5357,3.2381,3.3478,3.2,2.2857,2.88,2.3214,2.4062,3.0417,3.3333,3.16,1.6579,3.4545,0.0
1.8947,3.65,3.0385,1.8684,1.6216,2.0513,2.2222,2.0556,2.1111,3.85,2.75,2.4839,3.3636,3.5,1.7436,1.6486,0.0
1.8857,2.1034,1.9459,1.6944,2.5417,2.6667,3.3913,2.0303,3.0,2.1667,3.0435,2.0,2.6552,2.9545,2.7857,2.0938,0.0
2.9231,2.3226,2.6522,2.4444,2.0278,2.8148,1.7368,2.96,3.65,2.3,2.1429,2.4074,2.1176,3.2273,2.875,2.9615,1.0
2.0303,1.9375,1.6923,1.7949,2.3929,2.1143,2.8333,2.1944,2.1875,3.8095,2.0312,2.4333,2.2143,1.9444,1.85,2.1176,0.0
1.85,1.9,2.2857,2.0,2.3333,2.3846,1.7568,2.0263,2.375,2.8846,3.9,2.0645,2.7391,2.2121,1.8718,2.0833,0.0
3.95,2.4242,2.129,1.8378,2.3462,2.9048,1.8182,1.875,1.7949,3.1364,3.0455,3.0385,2.0526,2.7143,2.5,3.0385,0.0
3.0385,1.7027,2.027,2.8889,3.0455,2.2812,2.6333,2.913,2.8214,1.8684,1.8462,2.0,2.1471,2.9545,3.3333,1.6667,0.0
2.4138,2.3,2.0513,2.0333,2.6522,1.9231,1.75,1.6,2.4483,2.2188,2.1212,2.1613,2.2222,1.825,2.1389,2.6923,1.0
3.3043,3.0455,3.3043,2.4828,3.4762,2.3214,2.1429,2.2759,3.7619,2.2571,3.0,3.4762,3.35,1.8485,2.6333,2.7692,1.0
1.7368,3.35,2.4194,2.0811,2.1379,3.0435,2.4375,2.7273,2.5806,2.6,3.4348,3.0833,3.1667,1.9231,2.7586,3.381,1.0
2.913,2.0968,1.9706,2.0833,2.8261,3.95,2.1389,1.9412,2.2812,2.1667,2.3,1.7429,3.75,2.0,2.0789,2.6897,0.0
3.6,2.6897,2.7692,3.0417,3.0,3.1,2.4375,1.625,1.625,2.7391,2.9524,2.1081,2.1389,2.0303,2.8846,2.625,1.0
2.7727,3.16,1.8378,2.6,2.1667,1.8,2.96,1.7,1.7568,2.5,3.1818,1.8529,2.0,2.2593,2.2667,2.5185,1.0
2.2059,1.6923,2.9048,2.3077,2.0541,2.1714,2.1724,2.3448,2.4194,3.0769,1.725,1.5641,3.12,1.575,3.7,1.7632,0.0
2.4242,3.3,2.8696,1.8108,3.0,2.3704,1.525,2.9545,2.4839,2.2069,2.7692,2.0,3.3478,2.1111,3.0,3.619,1.0
2.64,2.6667,1.8824,2.2286,2.0,2.7391,1.975,2.0811,2.8696,2.4,2.0286,2.0588,2.2857,2.52,1.973,2.0938,0.0
2.7407,1.8889,2.0909,3.1905,3.0385,2.1212,2.4242,2.1818,2.5161,2.7083,2.6552,1.8788,1.7895,2.1389,3.5,1.7941,0.0
2.5517,2.2222,1.9688,3.1364,2.6522,3.0435,1.5,1.9688,1.6757,1.8974,3.04,2.0513,1.55,2.6786,2.2424,1.975,0.0
2.1562,2.4231,2.6296,2.7391,2.3214,2.1034,1.825,2.4815,3.1364,2.7917,2.375,3.75,3.3636,2.2963,2.2593,2.7778,1.0
1.7714,2.6154,2.4815,2.6957,2.56,1.9444,2.6333,2.1379,3.0,1.7568,2.0909,1.8286,2.8696,2.0645,2.0526,1.8718,1.0
2.375,1.8571,1.7714,2.4615,2.68,1.85,2.4688,2.0541,2.4242,3.2727,2.0303,3.9,2.0588,1.6667,2.2571,3.12,0.0
1.5,2.9167,2.5385,3.2,3.7619,2.2857,2.2258,3.0,1.7568,1.6579,2.0833,3.0435,2.6552,1.8649,1.8182,2.5,0.0
1.7222,1.8235,3.4545,2.76,2.1143,3.3,2.5,1.7941,3.6667,2.2727,2.4643,2.0606,2.3333,2.8214,3.381,1.8378,1.0
2.5185,2.9167,2.9167,2.2188,2.875,1.9355,2.75,2.8261,3.3333,3.125,2.2222,3.12,2.4375,3.7,2.5385,2.56,0.0
2.4615,2.0541,2.3333,2.1875,1.8056,2.9167,2.2222,2.1613,3.3,3.0952,1.9677,2.8636,3.4091,2.3529,2.3226,1.7297,1.0
1.725,1.9394,2.1765,2.5385,2.6552,2.8077,2.1379,3.25,2.5417,3.0909,3.8095,2.5556,3.5455,2.5806,2.1471,2.0,1.0
3.3333,1.8947,3.0385,2.2903,2.0968,1.9474,2.0625,2.75,1.6,2.1622,2.8519,1.525,2.1212,2.0909,2.3226,2.8,1.0
2.8077,3.85,1.6316,1.9697,2.2857,1.95,2.5357,2.0645,2.6786,2.3235,3.2609,3.4,1.9394,1.75,1.8286,2.5806,1.0
2.9565,2.5484,3.55,2.0312,1.7297,2.0541,1.8286,2.4074,3.0,2.9048,1.8421,2.25,1.9737,2.4286,2.0294,2.5833,1.0
2.0811,2.2286,2.2,2.68,1.6944,3.65,1.925,3.0,3.619,3.2083,2.9048,2.9524,3.0,1.9706,2.3235,2.4667,1.0
2.0,1.6,2.7692,1.7647,1.8718,2.5172,2.4828,3.0952,3.0435,1.8788,2.6,3.1,1.8974,1.75,2.5806,1.9688,0.0
2.3571,2.9167,2.2,2.0256,2.4,3.125,3.6667,2.4444,2.25,2.1818,3.1,1.525,2.3333,2.1515,2.1351,2.3103,1.0
3.0417,2.9259,2.4242,1.8824,1.7714,2.2963,2.5357,2.8333,2.3333,3.0435,2.8571,2.1176,3.6667,1.7179,2.44,1.6944,1.0
3.05,2.6522,3.45,2.8077,2.2857,1.7568,2.0625,2.84,2.92,2.1143,1.9737,2.5417,2.3793,2.4286,2.2121,2.1613,0.0
3.619,1.9677,2.3333,2.7308,3.85,3.55,2.68,1.8919,2.3636,1.8,2.0333,2.1765,2.7826,2.52,1.9,2.0938,1.0
